"Order","Level","Ref","Parent","Code","Parent","Description_NL","Unit","Description_unit_NL"
"2212099","6","722540600080","722540400010","7225 40 60",,"--- met een dikte van 4,75 of meer doch niet meer dan 10 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212100","6","722540900080","722540400010","7225 40 90",,"--- met een dikte van minder dan 4,75 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212101","4","722550000080","722500000080","7225 50","7225","- andere, enkel koud gewalst",,
"2212102","5","722550200080","722550000080","7225 50 20","7225 50","-- van sneldraaistaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212103","5","722550800080","722550000080","7225 50 80","7225 50","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212104","4","722591000010","722500000080",,"7225","- andere",,
"2212105","5","722591000080","722591000010","7225 91 00",,"-- elektrolytisch verzinkt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212106","5","722592000080","722591000010","7225 92 00",,"-- op andere wijze verzinkt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212107","5","722599000080","722591000010","7225 99 00",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212108","3","722600000080","720021000090","7226","72","Gewalste platte producten van ander gelegeerd staal, met een breedte van minder dan 600 mm",,
"2212109","4","722611000010","722600000080",,"7226","- van siliciumstaal (transformatorstaal)",,
"2212110","5","722611000080","722611000010","7226 11 00",,"-- met georiënteerde korrel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212111","5","722619000080","722611000010","7226 19",,"-- andere",,
"2212112","6","722619100080","722619000080","7226 19 10","7226 19","--- enkel warm gewalst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212113","6","722619800080","722619000080","7226 19 80","7226 19","--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212114","4","722620000080","722600000080","7226 20 00","7226","- van sneldraaistaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212115","4","722691000010","722600000080",,"7226","- andere",,
"2212116","5","722691000080","722691000010","7226 91",,"-- enkel warm gewalst",,
"2212117","6","722691200080","722691000080","7226 91 20","7226 91","--- van gereedschapsstaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212118","6","722691910010","722691000080",,"7226 91","--- andere",,
"2212119","7","722691910080","722691910010","7226 91 91",,"---- met een dikte van 4,75 mm of meer","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212120","7","722691990080","722691910010","7226 91 99",,"---- met een dikte van minder dan 4,75 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212121","5","722692000080","722691000010","7226 92 00",,"-- enkel koud gewalst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212122","5","722699000080","722691000010","7226 99",,"-- andere",,
"2212123","6","722699100080","722699000080","7226 99 10","7226 99","--- elektrolytisch verzinkt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212124","6","722699300080","722699000080","7226 99 30","7226 99","--- op andere wijze verzinkt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212125","6","722699700080","722699000080","7226 99 70","7226 99","--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212126","3","722700000080","720021000090","7227","72","Walsdraad van ander gelegeerd staal",,
"2212127","4","722710000080","722700000080","7227 10 00","7227","- van sneldraaistaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212128","4","722720000080","722700000080","7227 20 00","7227","- van siliciummangaanstaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212129","4","722790000080","722700000080","7227 90","7227","- ander",,
"2212130","5","722790100080","722790000080","7227 90 10","7227 90","-- bevattende 0,0008 of meer gewichtspercent boor (borium) met andere elementen waarvan de hoeveelheden kleiner zijn dan de in aantekening 1, onder f), op dit hoofdstuk vermelde gehalten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212131","5","722790500080","722790000080","7227 90 50","7227 90","-- bevattende 0,9 of meer doch niet meer dan 1,15 gewichtspercent koolstof en 0,5 of meer doch niet meer dan 2 gewichtspercenten chroom en indien aanwezig niet meer dan 0,5 gewichtspercent molybdeen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212132","5","722790950080","722790000080","7227 90 95","7227 90","-- ander","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212133","3","722800000080","720021000090","7228","72","Staven en profielen van ander gelegeerd staal; holle staven voor boringen van gelegeerd of van niet-gelegeerd staal",,
"2212134","4","722810000080","722800000080","7228 10","7228","- staven van sneldraaistaal",,
"2212135","5","722810200080","722810000080","7228 10 20","7228 10","-- enkel warm gewalst, warm getrokken of warm geperst; warm gewalst, warm getrokken of warm geperst en enkel geplateerd","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212136","5","722810500080","722810000080","7228 10 50","7228 10","-- gesmeed","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212137","5","722810900080","722810000080","7228 10 90","7228 10","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212138","4","722820000080","722800000080","7228 20","7228","- staven van siliciummangaanstaal",,
"2212139","5","722820100080","722820000080","7228 20 10","7228 20","-- met een rechthoekige dwarsdoorsnede, aan vier zijden warm gewalst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212140","5","722820910010","722820000080",,"7228 20","-- andere",,
"2212141","6","722820910080","722820910010","7228 20 91",,"--- enkel warm gewalst, warm getrokken of warm geperst; warm gewalst, warm getrokken of warm geperst en enkel geplateerd","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212142","6","722820990080","722820910010","7228 20 99",,"--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212143","4","722830000080","722800000080","7228 30","7228","- andere staven, enkel warm gewalst, warm getrokken of warm geperst",,
"2212144","5","722830200080","722830000080","7228 30 20","7228 30","-- van gereedschapsstaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212145","5","722830410010","722830000080",,"7228 30","-- bevattende 0,9 of meer doch niet meer dan 1,15 gewichtspercent koolstof en 0,5 of meer doch niet meer dan 2 gewichtspercenten chroom en indien aanwezig niet meer dan 0,5 gewichtspercent molybdeen",,
"2212146","6","722830410080","722830410010","7228 30 41",,"--- met een cirkelvormige dwarsdoorsnede, met een diameter van 80 mm of meer","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212147","6","722830490080","722830410010","7228 30 49",,"--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212148","5","722830610010","722830000080",,"7228 30","-- andere",,
"2212149","6","722830610020","722830610010",,,"--- met een cirkelvormige dwarsdoorsnede",,
"2212150","7","722830610080","722830610020","7228 30 61",,"---- met een diameter van 80 mm of meer","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212151","7","722830690080","722830610020","7228 30 69",,"---- met een diameter van minder dan 80 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212152","6","722830700080","722830610010","7228 30 70",,"--- met een rechthoekige dwarsdoorsnede, aan vier zijden warm gewalst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212153","6","722830890080","722830610010","7228 30 89",,"--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212154","4","722840000080","722800000080","7228 40","7228","- andere staven, enkel gesmeed",,
"2212155","5","722840100080","722840000080","7228 40 10","7228 40","-- van gereedschapsstaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212156","5","722840900080","722840000080","7228 40 90","7228 40","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212157","4","722850000080","722800000080","7228 50","7228","- andere staven, enkel door koud bewerken of koud nabewerken verkregen",,
"2212158","5","722850200080","722850000080","7228 50 20","7228 50","-- van gereedschapsstaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212159","5","722850400080","722850000080","7228 50 40","7228 50","-- bevattende 0,9 of meer doch niet meer dan 1,15 gewichtspercent koolstof en 0,5 of meer doch niet meer dan 2 gewichtspercenten chroom en indien aanwezig niet meer dan 0,5 gewichtspercent molybdeen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212160","5","722850610010","722850000080",,"7228 50","-- andere",,
"2212161","6","722850610020","722850610010",,,"--- met een cirkelvormige dwarsdoorsnede",,
"2212162","7","722850610080","722850610020","7228 50 61",,"---- met een diameter van 80 mm of meer","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212163","7","722850690080","722850610020","7228 50 69",,"---- met een diameter van minder dan 80 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212164","6","722850800080","722850610010","7228 50 80",,"--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212165","4","722860000080","722800000080","7228 60","7228","- andere staven",,
"2212166","5","722860200080","722860000080","7228 60 20","7228 60","-- van gereedschapsstaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212167","5","722860800080","722860000080","7228 60 80","7228 60","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212168","4","722870000080","722800000080","7228 70","7228","- profielen",,
"2212169","5","722870100080","722870000080","7228 70 10","7228 70","-- enkel warm gewalst, warm getrokken of enkel warm geperst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212170","5","722870900080","722870000080","7228 70 90","7228 70","-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212171","4","722880000080","722800000080","7228 80 00","7228","- holle staven voor boringen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212172","3","722900000080","720021000090","7229","72","Draad van ander gelegeerd staal",,
"2212173","4","722920000080","722900000080","7229 20 00","7229","- van siliciummangaanstaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212174","4","722990000080","722900000080","7229 90","7229","- ander",,
"2212175","5","722990200080","722990000080","7229 90 20","7229 90","-- van sneldraaistaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212176","5","722990500080","722990000080","7229 90 50","7229 90","-- bevattende 0,9 of meer doch niet meer dan 1,15 gewichtspercent koolstof en 0,5 of meer doch niet meer dan 2 gewichtspercenten chroom en indien aanwezig niet meer dan 0,5 gewichtspercent molybdeen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212177","5","722990900080","722990000080","7229 90 90","7229 90","-- ander","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212178","2","730021000090","720011000090","73","XV","HOOFDSTUK 73 - WERKEN VAN GIETIJZER, VAN IJZER EN VAN STAAL",,
"2212179","3","730100000080","730021000090","7301","73","Damwandprofielen van ijzer of van staal, ook indien van gaten voorzien of bestaande uit aaneengezette delen; gelaste profielen van ijzer of van staal",,
"2212180","4","730110000080","730100000080","7301 10 00","7301","- damwandprofielen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212181","4","730120000080","730100000080","7301 20 00","7301","- gelaste profielen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212182","3","730200000080","730021000090","7302","73","Bestanddelen van spoorbanen, van gietijzer, van ijzer of van staal: spoorstaven (rails), contrarails en heugels voor tandradbanen, wisseltongen, puntstukken, wisselstangen en andere bestanddelen van kruisingen en wissels, dwarsliggers, lasplaten, spoorstoelen, wiggen, onderlegplaten, klemplaten, dwarsplaten en dwarsstangen en andere bestanddelen, voor het leggen, het verbinden of het bevestigen van rails",,
"2212183","4","730210000080","730200000080","7302 10","7302","- rails",,
"2212184","5","730210100080","730210000080","7302 10 10","7302 10","-- stroomgeleiders, gedeeltelijk van non-ferrometaal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212185","5","730210220010","730210000080",,"7302 10","-- andere",,
"2212186","6","730210220020","730210220010",,,"--- nieuwe",,
"2212187","7","730210220030","730210220020",,,"---- vignolerails",,
"2212188","8","730210220080","730210220030","7302 10 22",,"----- wegende per meter 36 kg of meer","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212189","8","730210280080","730210220030","7302 10 28",,"----- wegende per meter minder dan 36 kg","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212190","7","730210400080","730210220020","7302 10 40",,"---- groefrails","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212191","7","730210500080","730210220020","7302 10 50",,"---- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212192","6","730210900080","730210220010","7302 10 90",,"--- gebruikte","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212193","4","730230000080","730200000080","7302 30 00","7302","- wisseltongen, puntstukken, wisselstangen en andere bestanddelen van kruisingen en wissels","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212194","4","730240000080","730200000080","7302 40 00","7302","- lasplaten en onderlegplaten","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212195","4","730290000080","730200000080","7302 90 00","7302","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212196","3","730300000080","730021000090","7303 00","73","Buizen, pijpen en holle profielen, van gietijzer",,
"2212197","4","730300100080","730300000080","7303 00 10","7303 00","- buizen en pijpen, van de soort gebruikt voor drukleidingen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212198","4","730300900080","730300000080","7303 00 90","7303 00","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212199","3","730400000080","730021000090","7304","73","Buizen, pijpen en holle profielen, naadloos, van ijzer of van staal",,
"2212200","4","730411000010","730400000080",,"7304","- buizen en pijpen, van de soort gebruikt voor olie- of gasleidingen",,
"2212201","5","730411000080","730411000010","7304 11 00",,"-- van roestvrij staal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212202","5","730419000080","730411000010","7304 19",,"-- andere",,
"2212203","6","730419100080","730419000080","7304 19 10","7304 19","--- met een uitwendige diameter van niet meer dan 168,3 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212204","6","730419300080","730419000080","7304 19 30","7304 19","--- met een uitwendige diameter van meer dan 168,3 doch niet meer dan 406,4 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212205","6","730419900080","730419000080","7304 19 90","7304 19","--- met een uitwendige diameter van meer dan 406,4 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212206","4","730422000010","730400000080",,"7304","- bekledingsbuizen (casings), exploitatiebuizen (tubings) en boorpijpen (drill pipes), van de soort gebruikt bij de olie- of gaswinning",,
"2212207","5","730422000080","730422000010","7304 22 00",,"-- boorpijpen (drill pipes) van roestvrij staal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212208","5","730423000080","730422000010","7304 23 00",,"-- andere boorpijpen (drill pipes)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212209","5","730424000080","730422000010","7304 24 00",,"-- andere, van roestvrij staal","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212210","5","730429000080","730422000010","7304 29",,"-- andere",,
"2212211","6","730429100080","730429000080","7304 29 10","7304 29","--- met een uitwendige diameter van niet meer dan 168,3 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212212","6","730429300080","730429000080","7304 29 30","7304 29","--- met een uitwendige diameter van meer dan 168,3 doch niet meer dan 406,4 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212213","6","730429900080","730429000080","7304 29 90","7304 29","--- met een uitwendige diameter van meer dan 406,4 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212214","4","730431000010","730400000080",,"7304","- andere, met rond profiel, van ijzer of van niet-gelegeerd staal",,
"2212215","5","730431000080","730431000010","7304 31",,"-- koud getrokken of koud gewalst",,
"2212216","6","730431200080","730431000080","7304 31 20","7304 31","--- precisiebuizen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212217","6","730431800080","730431000080","7304 31 80","7304 31","--- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212218","5","730439000080","730431000010","7304 39",,"-- andere",,
"2212219","6","730439100080","730439000080","7304 39 10","7304 39","--- onbewerkt, recht en op alle plaatsen van gelijke wanddikte, uitsluitend bestemd om te worden verwerkt tot buizen en pijpen van ander profiel of van andere wanddikte","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212220","6","730439520010","730439000080",,"7304 39","--- andere",,
"2212221","7","730439520020","730439520010",,,"---- buizen met schroefdraad of van schroefdraad te voorzien, gasbuizen genoemd",,
"2212222","8","730439520080","730439520020","7304 39 52",,"----- verzinkt","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212223","8","730439580080","730439520020","7304 39 58",,"----- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212224","7","730439920010","730439520010",,,"---- andere, met een uitwendige diameter",,
"2212225","8","730439920080","730439920010","7304 39 92",,"----- van niet meer dan 168,3 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212226","8","730439930080","730439920010","7304 39 93",,"----- van meer dan 168,3 doch niet meer dan 406,4 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212227","8","730439980080","730439920010","7304 39 98",,"----- van meer dan 406,4 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212228","4","730441000010","730400000080",,"7304","- andere, met rond profiel, van roestvrij staal",,
"2212229","5","730441000080","730441000010","7304 41 00",,"-- koud getrokken of koud gewalst","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212230","5","730449000080","730441000010","7304 49",,"-- andere",,
"2212231","6","730449100080","730449000080","7304 49 10","7304 49","--- onbewerkt, recht en op alle plaatsen van gelijke wanddikte, uitsluitend bestemd om te worden verwerkt tot buizen en pijpen van ander profiel of van andere wanddikte","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212232","6","730449930010","730449000080",,"7304 49","--- andere",,
"2212233","7","730449930080","730449930010","7304 49 93",,"---- met een uitwendige diameter van niet meer dan 168,3 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212234","7","730449950080","730449930010","7304 49 95",,"---- met een uitwendige diameter van meer dan 168,3 doch niet meer dan 406,4 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212235","7","730449990080","730449930010","7304 49 99",,"---- met een uitwendige diameter van meer dan 406,4 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212236","4","730451000010","730400000080",,"7304","- andere, met rond profiel, van ander gelegeerd staal",,
"2212237","5","730451000080","730451000010","7304 51",,"-- koud getrokken of koud gewalst",,
"2212238","6","730451120010","730451000080",,"7304 51","--- recht en op alle plaatsen van gelijke wanddikte, van gelegeerd staal bevattende ten minste 0,9 doch niet meer dan 1,15 gewichtspercent koolstof en ten minste 0,5 doch niet meer dan 2 gewichtspercenten chroom en indien aanwezig ten hoogste 0,5 gewichtspercent molybdeen, met een lengte",,
"2212239","7","730451120080","730451120010","7304 51 12",,"---- van niet meer dan 0,5 m","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212240","7","730451180080","730451120010","7304 51 18",,"---- van meer dan 0,5 m","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212241","6","730451810010","730451000080",,"7304 51","--- andere",,
"2212242","7","730451810080","730451810010","7304 51 81",,"---- precisiebuizen","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212243","7","730451890080","730451810010","7304 51 89",,"---- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212244","5","730459000080","730451000010","7304 59",,"-- andere",,
"2212245","6","730459100080","730459000080","7304 59 10","7304 59","--- onbewerkt, recht en op alle plaatsen van gelijke wanddikte, uitsluitend bestemd om te worden verwerkt tot buizen en pijpen van ander profiel of van andere wanddikte","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212246","6","730459320010","730459000080",,"7304 59","--- andere, recht en op alle plaatsen van gelijke wanddikte, van gelegeerd staal bevattende ten minste 0,9 doch niet meer dan 1,15 gewichtspercent koolstof en ten minste 0,5 doch niet meer dan 2 gewichtspercenten chroom en indien aanwezig ten hoogste 0,5 gewichtspercent molybdeen, met een lengte",,
"2212247","7","730459320080","730459320010","7304 59 32",,"---- van niet meer dan 0,5 m","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212248","7","730459380080","730459320010","7304 59 38",,"---- van meer dan 0,5 m","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212249","6","730459920010","730459000080",,"7304 59","--- andere",,
"2212250","7","730459920080","730459920010","7304 59 92",,"---- met een uitwendige diameter van niet meer dan 168,3 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212251","7","730459930080","730459920010","7304 59 93",,"---- met een uitwendige diameter van meer dan 168,3 doch niet meer dan 406,4 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212252","7","730459990080","730459920010","7304 59 99",,"---- met een uitwendige diameter van meer dan 406,4 mm","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212253","4","730490000080","730400000080","7304 90 00","7304","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212254","3","730500000080","730021000090","7305","73","Andere buizen en pijpen (bijvoorbeeld gelast, geklonken, genageld, gefelst), met een rond profiel en met een uitwendige diameter van meer dan 406,4 mm, van ijzer of van staal",,
"2212255","4","730511000010","730500000080",,"7305","- buizen en pijpen, van de soort gebruikt voor olie- of gasleidingen",,
"2212256","5","730511000080","730511000010","7305 11 00",,"-- overlangs gelast, door booglassen onder poederdek","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212257","5","730512000080","730511000010","7305 12 00",,"-- op andere wijze overlangs gelast","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212258","5","730519000080","730511000010","7305 19 00",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212259","4","730520000080","730500000080","7305 20 00","7305","- bekledingsbuizen (casings) van de soort gebruikt bij de olie- of gaswinning","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212260","4","730531000010","730500000080",,"7305","- andere, gelast",,
"2212261","5","730531000080","730531000010","7305 31 00",,"-- overlangs gelast","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212262","5","730539000080","730531000010","7305 39 00",,"-- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212263","4","730590000080","730500000080","7305 90 00","7305","- andere","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212264","3","730600000080","730021000090","7306","73","Andere buizen, pijpen en holle profielen (bijvoorbeeld gelast, geklonken, genageld, gefelst of met enkel tegen elkaar liggende randen), van ijzer of van staal",,
"2212265","4","730611000010","730600000080",,"7306","- buizen en pijpen, van de soort gebruikt voor olie- of gasleidingen",,
"2212266","5","730611000080","730611000010","7306 11",,"-- gelast, van roestvrij staal",,
"2212267","6","730611100080","730611000080","7306 11 10","7306 11","--- overlangs gelast","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212268","6","730611900080","730611000080","7306 11 90","7306 11","--- spiraalvormig gelast","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212269","5","730619000080","730611000010","7306 19",,"-- andere",,
"2212270","6","730619100080","730619000080","7306 19 10","7306 19","--- overlangs gelast","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212271","6","730619900080","730619000080","7306 19 90","7306 19","--- spiraalvormig gelast","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212272","4","730621000010","730600000080",,"7306","- bekledingsbuizen (casings), exploitatiebuizen (tubings) en boorpijpen (drill pipes), van de soort gebruikt bij de olie- of gaswinning",,
