"Order","Level","Ref","Parent","Code","Parent_code","Description","Description_EN","Unit","Description_unit_EN"
"2212467","8","731815950080","731815520010","7318 15 95",,"----- Other","Screws and bolts, of iron or steel ""whether or not with their nuts and washers"", with heads (excl. with slotted, cross-recessed or hexagonal head; wood screws, self-tapping screws and screws and bolts for fixing railway track construction material, screw hooks and screw rings)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212468","5","731816000080","731811000010","7318 16",,"-- Nuts","Nuts of iron or steel",,
"2212469","6","731816310010","731816000080",,"7318 16","--- Of stainless steel",,,
"2212470","7","731816310080","731816310010","7318 16 31",,"---- Blind rivet nuts","Blind rivet nuts of stainless steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212471","7","731816390080","731816310010","7318 16 39",,"---- Other","Nuts of stainless steel (excl. blind rivet nuts)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212472","6","731816400010","731816000080",,"7318 16","--- Other",,,
"2212473","7","731816400080","731816400010","7318 16 40",,"---- Blind rivet nuts","Blind rivet nuts of iron or steel other than stainless","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212474","7","731816600080","731816400010","7318 16 60",,"---- Self-locking nuts","Self-locking nuts of iron or steel other than stainless","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212475","7","731816920010","731816400010",,,"---- Other, with an inside diameter",,,
"2212476","8","731816920080","731816920010","7318 16 92",,"----- Not exceeding 12 mm","Nuts of iron or steel other than stainless, with an inside diameter <= 12 mm (excl. blind rivet nuts and self-locking nuts)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212477","8","731816990080","731816920010","7318 16 99",,"----- Exceeding 12 mm","Nuts of iron or steel other than stainless, with an inside diameter > 12 mm (excl. blind rivet nuts and self-locking nuts)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212478","5","731819000080","731811000010","7318 19 00",,"-- Other","Threaded articles, of iron or steel, n.e.s.","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212479","4","731821000010","731800000080",,"7318","- Non-threaded articles",,,
"2212480","5","731821000080","731821000010","7318 21 00",,"-- Spring washers and other lock washers","Spring washers and other lock washers, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212481","5","731822000080","731821000010","7318 22 00",,"-- Other washers","Washers of iron or steel (excl. spring washers and other lock washers)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212482","5","731823000080","731821000010","7318 23 00",,"-- Rivets","Rivets of iron or steel (excl. tubular and bifurcated rivets for particular uses)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212483","5","731824000080","731821000010","7318 24 00",,"-- Cotters and cotter pins","Cotters and cotter pins, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212484","5","731829000080","731821000010","7318 29 00",,"-- Other","Non-threaded articles, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212485","3","731900000080","730021000090","7319","73","Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included","Sewing needles, knitting needles, bodkins, crochet hoods, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, n.e.s.",,
"2212486","4","731940000080","731900000080","7319 40 00","7319","- Safety pins and other pins","Safety pins and other pins of iron or steel, n.e.s.","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212487","4","731990000080","731900000080","7319 90","7319","- Other","Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel",,
"2212488","5","731990100080","731990000080","7319 90 10","7319 90","-- Sewing, darning or embroidery needles","Sewing, darning or embroidery needles, for use in the hand, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212489","5","731990900080","731990000080","7319 90 90","7319 90","-- Other","Knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, of iron or steel (excl. sewing, darning or embroidery needles)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212490","3","732000000080","730021000090","7320","73","Springs and leaves for springs, of iron or steel","Springs and leaves for springs, of iron or steel (excl. clock and watch springs, springs for sticks and handles of umbrellas or parasols, shock absorbers and torque rod or torsion bar springs of Section 17)",,
"2212491","4","732010000080","732000000080","7320 10","7320","- Leaf-springs and leaves therefor","Leaf-springs and leaves therefor, of iron or steel (excl. clock and watch springs and shock absorbers and torque rod or torsion bar springs of Section 17)",,
"2212492","5","732010110010","732010000080",,"7320 10","-- Hot-worked",,,
"2212493","6","732010110080","732010110010","7320 10 11",,"--- Laminated springs and leaves therefor","Laminated leaf-springs and leaves therefor, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212494","6","732010190080","732010110010","7320 10 19",,"--- Other","Leaf-springs and leaves therefor, of iron or steel, hot-worked (excl. laminated)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212495","5","732010900080","732010000080","7320 10 90","7320 10","-- Other","Leaf-springs and leaves therefor, of iron or steel (excl. hot-worked)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212496","4","732020000080","732000000080","7320 20","7320","- Helical springs","Helical springs, of iron or steel (excl. flat spiral springs, clock and watch springs, springs for sticks and handles of umbrellas or parasols, and shock absorbers of Section 17)",,
"2212497","5","732020200080","732020000080","7320 20 20","7320 20","-- Hot-worked","Helical springs, of iron or steel, hot-worked (excl. flat spiral springs, clock and watch springs, springs for sticks and handles of umbrellas or parasols, and shock absorbers of Section 17)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212498","5","732020810010","732020000080",,"7320 20","-- Other",,,
"2212499","6","732020810080","732020810010","7320 20 81",,"--- Coil compression springs","Coil compression springs, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212500","6","732020850080","732020810010","7320 20 85",,"--- Coil tension springs","Coil tension springs, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212501","6","732020890080","732020810010","7320 20 89",,"--- Other","Helical springs, of iron or steel (excl. hot-worked, coil compression and coil tension springs)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212502","4","732090000080","732000000080","7320 90","7320","- Other","Springs and leaves for springs, of iron or steel, incl. flat spiral springs (excl. helical springs, spiral springs, leaf-springs and leaves therefor, clock and watch springs, spring washers and other lock washers and shock absorbers and torque rod or torsion bar springs of Section 17)",,
"2212503","5","732090100080","732090000080","7320 90 10","7320 90","-- Flat spiral springs","Flat spiral springs, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212504","5","732090300080","732090000080","7320 90 30","7320 90","-- Discs springs","Discs springs, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212505","5","732090900080","732090000080","7320 90 90","7320 90","-- Other","Springs and leaves for springs, of iron or steel (excl. discs springs, flat spiral springs, helical springs, leaf-springs and leaves therefor, clock and watch springs, springs for sticks and handles of umbrellas or parasols, and shock absorbers and torque rod or torsion bar springs of Section 17)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212506","3","732100000080","730021000090","7321","73","Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel","Stoves, ranges, grates, cookers, incl. those with subsidiary boilers for central heating, barbecues, braziers, gas rings, plate warmers and similar non-electric domestic appliances, and parts thereof of iron or steel (excl. boilers and radiators for central heating, geysers and hot water cylinders)",,
"2212507","4","732111000010","732100000080",,"7321","- Cooking appliances and plate warmers",,,
"2212508","5","732111000080","732111000010","7321 11",,"-- For gas fuel or for both gas and other fuels","Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of iron or steel, for gas fuel or for both gas and other fuels (excl. large cooking appliances)",,
"2212509","6","732111100080","732111000080","7321 11 10","7321 11","--- With oven, including separate ovens","Appliances for baking, frying, grilling and cooking with oven, incl. separate ovens, for domestic use, of iron or steel, for gas fuel or for both gas and other fuels (excl. large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2212510","6","732111900080","732111000080","7321 11 90","7321 11","--- Other","Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of iron or steel, for gas fuel or for both gas and other fuels (excl. cooking appliances with oven, separate ovens and large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2212511","5","732112000080","732111000010","7321 12 00",,"-- For liquid fuel","Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of iron or steel, for liquid fuel (excl. large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2212512","5","732119000080","732111000010","7321 19 00",,"-- Other, including appliances for solid fuel","Appliances for baking, frying, grilling and cooking and plate warmers, for domestic use, of iron or steel, for solid fuel or other non-electric source of energy (excl. liquid or gaseous fuel, and large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2212513","4","732181000010","732100000080",,"7321","- Other appliances",,,
"2212514","5","732181000080","732181000010","7321 81 00",,"-- For gas fuel or for both gas and other fuels","Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, for gas fuel or for both gas and other fuels (excl. cooking appliances, whether or not with oven, separate ovens, plate warmers, central heating boilers, geysers and hot water cylinders and large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2212515","5","732182000080","732181000010","7321 82 00",,"-- For liquid fuel","Stoves, heaters, grates, fires, wash boilers, braziers and similar appliances, of iron or steel, for liquid fuel (excl. cooking appliances, whether or not with oven, separate ovens, plate warmers, central heating boilers, geysers, hot water cylinders and large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2212516","5","732189000080","732181000010","7321 89 00",,"-- Other, including appliances for solid fuel","Stoves, heaters, grates, fires, wash boilers, braziers and similar domestic appliances, of iron or steel, for solid fuel or other non-electricsource of energy (excl. liquid or gaseous fuel, and cooking appliances, whether or not with oven, separate ovens, plate warmers, central heating boilers, hot water cylinders and large cooking appliances)","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2212517","4","732190000080","732100000080","7321 90 00","7321","- Parts","Parts of domestic appliances non-electrically heated of heading 7321, n.e.s.","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212518","3","732200000080","730021000090","7322","73","Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot-air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel","Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel; air heaters and hot-air distributors, incl. distributors which can also distribute fresh or conditioned air, non-electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel",,
"2212519","4","732211000010","732200000080",,"7322","- Radiators and parts thereof",,,
"2212520","5","732211000080","732211000010","7322 11 00",,"-- Of cast iron","Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel (excl. parts, elsewhere specified or included, and central-heating boilers)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212521","5","732219000080","732211000010","7322 19 00",,"-- Other","Radiators for central heating, non-electrically heated, and parts thereof, of iron other than cast iron or steel (excl. parts, elsewhere specified or included, and central-heating boilers)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212522","4","732290000080","732200000080","7322 90 00","7322","- Other","Air heaters and hot-air distributors, incl. distributors which can also distribute fresh or conditioned air, non-electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212523","3","732300000080","730021000090","7323","73","Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel","Table, kitchen or other household articles, and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels, corkscrews and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles; sanitary ware)",,
"2212524","4","732310000080","732300000080","7323 10 00","7323","- Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like","Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212525","4","732391000010","732300000080",,"7323","- Other",,,
"2212526","5","732391000080","732391000010","7323 91 00",,"-- Of cast iron, not enamelled","Table, kitchen or other household articles, and parts thereof, of cast iron, not enamelled (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels, corkscrews and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles; sanitary ware)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212527","5","732392000080","732391000010","7323 92 00",,"-- Of cast iron, enamelled","Table, kitchen or other household articles, and parts thereof, of cast iron, enamelled (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels, corkscrews and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles; sanitary ware)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212528","5","732393000080","732391000010","7323 93 00",,"-- Of stainless steel","Table, kitchen or other household articles, and parts thereof, of stainless steel (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels, corkscrews and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles; sanitary ware)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212529","5","732394000080","732391000010","7323 94 00",,"-- Of iron (other than cast iron) or steel, enamelled","Table, kitchen or other household articles, and parts thereof, of iron other than cast iron or steel other than stainless, enamelled (excl. cans, boxes and similar containers of heading 7310; waste baskets; shovels, corkscrews and other articles of the nature of a work implement; articles of cutlery, spoons, ladles, forks etc. of heading 8211 to 8215; ornamental articles; sanitary ware; articles for table use)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212530","5","732399000080","732391000010","7323 99 00",,"-- Other","Table, kitchen or other household articles, and parts thereof, of iron other than cast iron or steel other than stainless (excl. enamelled articles; cans, boxes and similar containers of heading 7310; waste baskets; shovels and other articles of the nature of a work implement; cutlery, spoons, ladles etc. of heading 8211 to 8215; ornamental articles; sanitary ware)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212531","3","732400000080","730021000090","7324","73","Sanitary ware and parts thereof, of iron or steel","Sanitary ware, and parts thereof, of iron or steel (excl. cans, boxes and similar containers of heading 7310, small wall cabinets for medical supplies or toiletries and other furniture of chapter 94, and fittings)",,
"2212532","4","732410000080","732400000080","7324 10 00","7324","- Sinks and washbasins, of stainless steel","Sinks and washbasins, of stainless steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212533","4","732421000010","732400000080",,"7324","- Baths",,,
"2212534","5","732421000080","732421000010","7324 21 00",,"-- Of cast iron, whether or not enamelled","Baths of cast iron, whether or not enamelled","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2212535","5","732429000080","732421000010","7324 29 00",,"-- Other","Baths of steel sheet","p/st","DE: Anzahl Stück; EN: Number of items; FR: Nombre de pièces"
"2212536","4","732490000080","732400000080","7324 90 00","7324","- Other, including parts","Sanitary ware, incl. parts thereof (excl. cans, boxes and similar containers of heading 7310, small wall cabinets for medical supplies or toiletries and other furniture of chapter 94, and fittings, complete sinks and washbasins, of stainless steel, complete baths and fittings)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212537","3","732500000080","730021000090","7325","73","Other cast articles of iron or steel","Articles of iron or steel, cast, n.e.s.",,
"2212538","4","732510000080","732500000080","7325 10 00","7325","- Of non-malleable cast iron","Articles of non-malleable cast iron, n.e.s.","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212539","4","732591000010","732500000080",,"7325","- Other",,,
"2212540","5","732591000080","732591000010","7325 91 00",,"-- Grinding balls and similar articles for mills","Grinding balls and similar articles for mills, cast (excl. such articles of non-malleable cast iron)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212541","5","732599000080","732591000010","7325 99",,"-- Other","Cast articles of iron or steel, n.e.s. (excl. articles of non-malleable cast iron, and grinding balls and similar articles for mills)",,
"2212542","6","732599100080","732599000080","7325 99 10","7325 99","--- Of cast iron","Articles of cast iron, n.e.s. (excl. of non-malleable cast iron, and grinding balls and similar articles for mills)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212543","6","732599900080","732599000080","7325 99 90","7325 99","--- Other","Articles of cast steel, n.e.s. (excl. grinding balls and similar articles for mills)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212544","3","732600000080","730021000090","7326","73","Other articles of iron or steel","Articles of iron or steel, n.e.s. (excl. cast articles)",,
"2212545","4","732611000010","732600000080",,"7326","- Forged or stamped, but not further worked",,,
"2212546","5","732611000080","732611000010","7326 11 00",,"-- Grinding balls and similar articles for mills","Grinding balls and similar articles for mills, of iron or steel, forged or stamped, but not further worked","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212547","5","732619000080","732611000010","7326 19",,"-- Other","Articles of iron or steel, forged or stamped, but not further worked, n.e.s. (excl. grinding balls and similar articles for mills)",,
"2212548","6","732619100080","732619000080","7326 19 10","7326 19","--- Open-die forged","Articles of iron or steel, open-die forged, but not further worked, n.e.s. (excl. grinding balls and similar articles for mills)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212549","6","732619900080","732619000080","7326 19 90","7326 19","--- Other","Articles of iron or steel, closed-die forged or stamped, but not further worked, n.e.s. (excl. grinding balls and similar articles for mills)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212550","4","732620000080","732600000080","7326 20 00","7326","- Articles of iron or steel wire","Articles of iron or steel wire, n.e.s.","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212551","4","732690000080","732600000080","7326 90","7326","- Other","Articles of iron or steel, n.e.s. (excl. cast articles or articles of iron or steel wire)",,
"2212552","5","732690300080","732690000080","7326 90 30","7326 90","-- Ladders and steps","Ladders and steps, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212553","5","732690400080","732690000080","7326 90 40","7326 90","-- Pallets and similar platforms for handling goods","Pallets and similar platforms for handling goods, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212554","5","732690500080","732690000080","7326 90 50","7326 90","-- Reels for cables, piping and the like","Reels for cables, piping and the like, of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212555","5","732690600080","732690000080","7326 90 60","7326 90","-- Non-mechanical ventilators, guttering, hooks and like articles used in the building industry","Ventilators, non-mechanical, guttering, hooks and like articles used in the building industry, n.e.s., of iron or steel","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212556","5","732690920010","732690000080",,"7326 90","-- Other articles of iron or steel",,,
"2212557","6","732690920080","732690920010","7326 90 92",,"--- Open-die forged","Articles of iron or steel, open-die forged, n.e.s.","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212558","6","732690940080","732690920010","7326 90 94",,"--- Closed-die forged","Articles of iron or steel, closed-die forged, n.e.s.","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212559","6","732690960080","732690920010","7326 90 96",,"--- Sintered","Sintered articles of iron or steel, n.e.s.","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212560","6","732690980080","732690920010","7326 90 98",,"--- Other","Articles of iron or steel, n.e.s.","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212561","2","740021000090","720011000090","74","XV","CHAPTER 74 - COPPER AND ARTICLES THEREOF","COPPER AND ARTICLES THEREOF",,
"2212562","3","740100000080","740021000090","7401 00 00","74","Copper mattes; cement copper (precipitated copper)","Copper mattes; cement copper ""precipitated copper""","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212563","3","740200000080","740021000090","7402 00 00","74","Unrefined copper; copper anodes for electrolytic refining","Copper, unrefined; copper anodes for electrolytic refining","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212564","3","740300000080","740021000090","7403","74","Refined copper and copper alloys, unwrought","Copper, refined, and copper alloys, unwrought (excl. copper alloys of heading 7405)",,
"2212565","4","740311000010","740300000080",,"7403","- Refined copper",,,
"2212566","5","740311000080","740311000010","7403 11 00",,"-- Cathodes and sections of cathodes","Copper, refined, in the form of cathodes and sections of cathodes","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212567","5","740312000080","740311000010","7403 12 00",,"-- Wire-bars","Copper, refined, in the form of wire-bars","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212568","5","740313000080","740311000010","7403 13 00",,"-- Billets","Copper, refined, in the form of billets","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212569","5","740319000080","740311000010","7403 19 00",,"-- Other","Copper, refined, unwrought (excl. copper in the form of billets, wire-bars, cathodes and sections of cathodes)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212570","4","740321000010","740300000080",,"7403","- Copper alloys",,,
"2212571","5","740321000080","740321000010","7403 21 00",,"-- Copper-zinc base alloys (brass)","Copper-zinc base alloys ""brass"" unwrought","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212572","5","740322000080","740321000010","7403 22 00",,"-- Copper-tin base alloys (bronze)","Copper-tin base alloys ""bronze"" unwrought","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212573","5","740329000080","740321000010","7403 29 00",,"-- Other copper alloys (other than master alloys of heading 7405)","Copper alloys unwrought (excl. copper-zinc base alloys ""brass"", copper-tin base alloys ""bronze"", and copper master alloys of heading 7405)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212574","3","740400000080","740021000090","7404 00","74","Copper waste and scrap","Waste and scrap, of copper (excl. ingots or other similar unwrought shapes, of remelted copper waste and scrap, ashes and residues containing copper, and waste and scrap of primary cells, primary batteries and electric accumulators)",,
"2212575","4","740400100080","740400000080","7404 00 10","7404 00","- Of refined copper","Waste and scrap, of refined copper (excl. ingots or other similar unwrought shapes, of remelted refined copper waste and scrap, ashes and residues containing refined copper, and waste and scrap of primary cells, primary batteries and electric accumulators)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212576","4","740400910010","740400000080",,"7404 00","- Of copper alloys",,,
"2212577","5","740400910080","740400910010","7404 00 91",,"-- Of copper-zinc base alloys (brass)","Waste and scrap, of copper-zinc base alloys ""brass"" (excl. ingots or other similar unwrought shapes, of remelted waste and scrap of copper-zinc alloys, ashes and residues containing copper-zinc alloys and waste and scrap of primary cells, primary batteries and electric accumulators)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212578","5","740400990080","740400910010","7404 00 99",,"-- Other","Waste and scrap, of copper alloys (excl. of copper-zinc alloys, ingots or other similar unwrought shapes, of remelted waste and scrap of copper alloys, ashes and residues containing copper alloys, and waste and scrap of primary cells, primary batteries and electric accumulators)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212579","3","740500000080","740021000090","7405 00 00","74","Master alloys of copper","Master alloys of copper (excl. phosphorus-copper compounds ""copper phosphide"" containing by weight > 15% phosphorus)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212580","3","740600000080","740021000090","7406","74","Copper powders and flakes","Powders and flakes, of copper (excl. grains of copper and spangles of heading 8308)",,
"2212581","4","740610000080","740600000080","7406 10 00","7406","- Powders of non-lamellar structure","Copper powders, of non-lamellar structure (excl. grains of copper)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212582","4","740620000080","740600000080","7406 20 00","7406","- Powders of lamellar structure; flakes","Copper powders, of lamellar structure, and flakes of copper (excl. grains of copper and spangles of heading 8308)","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212583","3","740700000080","740021000090","7407","74","Copper bars, rods and profiles","Bars, rods and profiles, of copper, n.e.s.",,
"2212584","4","740710000080","740700000080","7407 10 00","7407","- Of refined copper","Bars, rods and profiles, of refined copper, n.e.s.","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212585","4","740721000010","740700000080",,"7407","- Of copper alloys",,,
"2212586","5","740721000080","740721000010","7407 21",,"-- Of copper-zinc base alloys (brass)","Bars, rods and profiles, of copper-zinc base alloys ""brass"", n.e.s.",,
"2212587","6","740721100080","740721000080","7407 21 10","7407 21","--- Bars and rods","Bars and rods, of copper-zinc base alloys ""brass"", n.e.s.","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
"2212588","6","740721900080","740721000080","7407 21 90","7407 21","--- Profiles","Profiles of copper-zinc base alloys ""brass"", n.e.s.","-","DE: Keine besondere Maßeinheit; EN: No supplementary unit; FR: Pas d'unité supplémentaire"
